Method,VenclovasLab.csv_F_Voronota_glob_light_score,VenclovasLab.csv_F_Voronota_glob_dark_score,VenclovasLab.csv_F_Voronota_glob_area,VenclovasLab.csv_F_Voronota_glob_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonprotein_area,VenclovasLab.csv_F_Voronota_glob_volume,VenclovasLab.csv_F_Voronota_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_glob_energy,VenclovasLab.csv_F_Voronota_glob_energy_norm,VenclovasLab.csv_F_Voronota_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_area,VenclovasLab.csv_F_Voronota_glob_sas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_energy,VenclovasLab.csv_F_Voronota_glob_sas_energy_norm,VenclovasLab.csv_F_Voronota_glob_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_area,VenclovasLab.csv_F_Voronota_glob_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_energy,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_atoms,VenclovasLab.csv_F_Voronota_iface_atoms_light_score,VenclovasLab.csv_F_Voronota_iface_area,VenclovasLab.csv_F_Voronota_iface_energy,VenclovasLab.csv_F_Voronota_iface_energy_norm,VenclovasLab.csv_F_Voronota_iface_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_shelled_energy,VenclovasLab.csv_F_Voronota_iface_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_area,VenclovasLab.csv_F_Voronota_iface_expanded_energy,VenclovasLab.csv_F_Voronota_iface_expanded_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_split_light_score,VenclovasLab.csv_F_Voronota_split_dark_score,VenclovasLab.csv_F_Voronota_split_area,VenclovasLab.csv_F_Voronota_split_area_per_atom,VenclovasLab.csv_F_Voronota_split_volume,VenclovasLab.csv_F_Voronota_split_volume_per_atom,VenclovasLab.csv_F_Voronota_split_energy,VenclovasLab.csv_F_Voronota_split_energy_norm,VenclovasLab.csv_F_Voronota_split_energy_per_atom,VenclovasLab.csv_F_Voronota_split_sas_area,VenclovasLab.csv_F_Voronota_split_sas_area_per_atom,VenclovasLab.csv_F_Voronota_split_sas_energy,VenclovasLab.csv_F_Voronota_split_sas_energy_norm,VenclovasLab.csv_F_Voronota_split_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_area,VenclovasLab.csv_F_Voronota_split_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_energy,VenclovasLab.csv_F_Voronota_split_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_split_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_light_score,VenclovasLab.csv_F_Voronota_diff_glob_dark_score,VenclovasLab.csv_F_Voronota_diff_glob_area,VenclovasLab.csv_F_Voronota_diff_glob_area_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_energy,VenclovasLab.csv_F_Voronota_diff_glob_energy_norm,VenclovasLab.csv_F_Voronota_diff_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_volume,VenclovasLab.csv_F_Voronota_diff_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_area,VenclovasLab.csv_F_Voronota_diff_sas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_energy,VenclovasLab.csv_F_Voronota_diff_sas_energy_norm,VenclovasLab.csv_F_Voronota_diff_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_area,VenclovasLab.csv_F_Voronota_diff_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_energy,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_per_atom,Oliva_rawdata_v3.csv_F_num_of_contacs,Oliva_rawdata_v3.csv_F_PA,Oliva_rawdata_v3.csv_F_PAr,Oliva_rawdata_v3.csv_F_PAl,Oliva_rawdata_v3.csv_F_CA,Oliva_rawdata_v3.csv_F_CAr,Oliva_rawdata_v3.csv_F_CAl,Oliva_rawdata_v3.csv_F_CP,Oliva_rawdata_v3.csv_F_PP,Oliva_rawdata_v3.csv_F_CC,Oliva_rawdata_v3.csv_F_ArAr,Oliva_rawdata_v3.csv_F_AlAl,Oliva_rawdata_v3.csv_F_AlAr,Oliva_rawdata_v3.csv_F_AAr,Oliva_rawdata_v3.csv_F_AAl,Oliva_rawdata_v3.csv_F_AA,Oliva_rawdata_v3.csv_F_fPA,Oliva_rawdata_v3.csv_F_fPAr,Oliva_rawdata_v3.csv_F_fPAl,Oliva_rawdata_v3.csv_F_fCA,Oliva_rawdata_v3.csv_F_fCAr,Oliva_rawdata_v3.csv_F_fCAl,Oliva_rawdata_v3.csv_F_fCP,Oliva_rawdata_v3.csv_F_fPP,Oliva_rawdata_v3.csv_F_fCC,Oliva_rawdata_v3.csv_F_fArAr,Oliva_rawdata_v3.csv_F_fAlAl,Oliva_rawdata_v3.csv_F_fAlAr,Oliva_rawdata_v3.csv_F_fAAr,Oliva_rawdata_v3.csv_F_fAAl,Oliva_rawdata_v3.csv_F_fAA,Oliva_rawdata_v3.csv_F_BSA_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Polar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Apolar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_naccess,Oliva_rawdata_v3.csv_F_BSA_Polar naccess,Oliva_rawdata_v3.csv_F_BSA_Apolar_naccess,LyonMOBIGroup_MOBI_raw_scores.csv_F_shape,LyonMOBIGroup_MOBI_raw_scores.csv_F_hydro,FurmanLab_interface_analyzer_disulf.csv_F_I-sc,FurmanLab_interface_analyzer_disulf.csv_F_dG-cross/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dG-separated/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dSASA-polar,FurmanLab_interface_analyzer_disulf.csv_F_fa-dun,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-rep,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-sol-xover4,FurmanLab_interface_analyzer_disulf.csv_F_sc-value,Kiharalab_feature.csv_F_DFIRE,Kiharalab_feature.csv_F_GOAP,Kiharalab_feature.csv_F_DOVE,Kiharalab_feature.csv_F_GNN-DOVE,Kiharalab_feature.csv_F_ITScore,Kiharalab_feature.csv_F_PhysicsScore,Kiharalab_feature.csv_F_RosettaInterfaceEnergy,Kiharalab_feature.csv_F_VoroMQA,
Oliva_rawdata_v3.csv_F_fCAr,-0.20968,-0.15792,-0.01653,0.17971,0.02691,-0.02083,0.16197,0.05702,0.17425,0.15565,-0.00204,0.14287,0.00730,0.02970,0.02142,-0.02808,-0.03108,0.05825,0.19023,0.18693,0.01271,-0.10459,0.01803,0.06906,0.11228,-0.01074,0.06725,0.11022,-0.01056,0.04202,0.04138,0.08771,-0.02974,0.05798,0.11047,-0.02038,-0.17962,-0.14966,-0.01609,0.15926,-0.02062,0.14708,0.05196,0.14295,0.13373,-0.00066,0.12927,-0.00161,0.02007,0.02027,-0.02867,-0.05038,0.05594,0.18505,0.17737,0.00998,0.01483,-0.01930,-0.06284,0.04917,0.01239,-0.00972,-0.01411,-0.05598,-0.02025,-0.06324,0.03605,0.02785,-0.00320,0.02161,0.06347,0.06427,-0.05008,-0.01889,0.01969,-0.25734,-0.27512,-0.06912,0.00048,0.58580,-0.08254,-0.04401,-0.20213,0.17217,-0.23376,0.15153,-0.08976,-0.24535,-0.02729,-0.15668,-0.33416,-0.36920,-0.12485,-0.01816,1.00000,-0.12818,-0.12468,-0.28813,0.19676,-0.26358,0.22302,-0.11931,-0.28621,-0.03661,-0.16907,0.03150,0.02921,0.02918,0.03045,0.00813,0.03218,0.04671,0.08484,0.04911,0.05363,0.01098,0.03137,0.02351,0.03392,-0.00883,-0.03721,0.04069,0.03850,0.00456,-0.01820,0.03725,0.00558,0.03319,-0.20451,
Oliva_rawdata_v3.csv_F_fCAl,0.04914,-0.01205,0.01507,-0.11336,-0.00744,0.01686,-0.10418,-0.02782,-0.06644,-0.04461,0.01200,-0.09421,-0.03797,-0.02667,-0.02185,0.01738,0.03186,-0.02062,-0.02724,-0.03654,0.02882,0.00768,0.00932,-0.03450,-0.07302,0.01176,-0.02597,-0.06134,0.01725,0.00846,-0.03946,-0.07305,0.01423,-0.02969,-0.06225,0.01896,0.05828,0.01090,0.01512,-0.10528,0.01693,-0.09927,-0.02666,-0.06493,-0.04996,0.01244,-0.08880,-0.03984,-0.03508,-0.03582,0.01713,0.04338,-0.01905,-0.01948,-0.03443,-0.03532,-0.04542,-0.00554,0.05222,-0.00702,0.01726,0.02558,-0.00747,0.04799,-0.00980,0.05027,0.01572,0.02101,0.03888,0.01712,-0.04624,-0.04611,-0.02192,0.00294,-0.04176,-0.14900,0.15678,-0.23086,-0.06506,-0.09943,0.71793,-0.06331,-0.15221,0.07843,0.28542,-0.22675,0.10997,0.09984,-0.25108,-0.15666,-0.15663,0.21816,-0.34709,-0.05587,-0.12818,1.00000,-0.08407,-0.18033,0.11125,0.33867,-0.27895,0.20108,0.13920,-0.29627,-0.16604,-0.00179,0.02164,-0.01803,-0.00022,0.02097,-0.02174,-0.06222,-0.13862,-0.03082,-0.02747,-0.04355,0.01761,0.02230,-0.01933,0.03101,0.00866,-0.01323,-0.01970,0.01178,0.03164,-0.02494,-0.03098,0.02560,0.04622,
Oliva_rawdata_v3.csv_F_fCP,-0.07139,-0.14789,0.33959,-0.13383,-0.01709,0.34023,-0.11126,-0.30931,0.02544,0.05959,0.33869,-0.13146,-0.02533,-0.01524,-0.01635,0.33627,0.09822,-0.31924,0.13080,0.09820,0.05161,-0.35481,0.02639,0.31738,0.48897,0.33433,0.31662,0.49190,0.33166,0.14101,0.07652,0.21317,0.22611,0.21225,0.39971,0.28935,0.10127,0.02019,0.33865,-0.18799,0.33932,-0.17739,-0.33560,-0.16286,-0.14298,0.33603,-0.18627,-0.13230,-0.17587,-0.17859,0.33637,0.16082,-0.32743,0.04790,-0.01278,-0.32763,-0.32052,-0.02309,0.22800,0.42652,0.38949,0.37672,0.02856,0.23471,-0.04630,0.22033,0.45598,0.43251,0.38614,0.08631,-0.20429,0.30372,0.29438,0.32994,0.01034,0.04305,-0.00362,-0.00327,0.02006,-0.04543,-0.03889,0.62156,0.21901,0.20027,-0.16501,-0.28294,-0.28648,-0.21713,-0.26738,-0.16788,0.04617,-0.02136,0.00396,-0.00189,-0.12468,-0.08407,1.00000,0.27876,0.23008,-0.17532,-0.39587,-0.37782,-0.23851,-0.34280,-0.19177,0.06545,0.28525,-0.09717,0.07497,0.37673,-0.28550,-0.09226,-0.37146,0.01943,0.02219,0.01856,0.24636,0.28253,0.04587,0.33305,-0.26176,-0.31508,-0.32963,-0.01071,-0.00341,-0.32992,0.03180,0.07808,-0.07037,
Oliva_rawdata_v3.csv_F_fPP,0.01247,-0.01114,0.11310,-0.09907,-0.02171,0.11364,-0.10498,-0.11039,-0.00947,0.01309,0.10706,-0.09249,0.01622,0.01991,0.02121,0.11664,0.05827,-0.11967,0.01090,-0.00534,0.00013,-0.11263,-0.01275,0.15023,0.18977,0.16533,0.15065,0.19213,0.16450,0.01803,0.09628,0.12794,0.14410,0.13212,0.17561,0.15918,0.08919,0.05807,0.11240,-0.11874,0.11306,-0.12672,-0.12268,-0.09638,-0.08490,0.10484,-0.11455,-0.03169,-0.05571,-0.06337,0.11719,0.09223,-0.12365,-0.02550,-0.05569,-0.16060,-0.14208,0.01195,0.11544,0.18967,0.18631,0.18756,0.03159,0.11698,0.00615,0.11526,0.19854,0.20530,0.19312,0.00410,-0.11397,0.14255,0.14678,0.16294,0.00768,0.23665,0.14941,0.18745,-0.14358,-0.16238,-0.13059,0.18728,0.77534,-0.13097,-0.09755,-0.14995,-0.16040,-0.15829,-0.16118,-0.08239,0.28092,0.17119,0.30901,-0.18511,-0.28813,-0.18033,0.27876,1.00000,-0.17845,-0.11353,-0.19499,-0.20267,-0.17514,-0.20175,-0.09649,-0.01430,0.09383,-0.08850,-0.01221,0.11563,-0.13448,-0.01446,-0.17449,0.00253,0.00057,0.00990,0.09538,0.08462,0.05522,0.10790,-0.11008,-0.10396,-0.11071,-0.00540,-0.02361,-0.10305,0.08987,0.02098,0.00489,
Oliva_rawdata_v3.csv_F_fCC,-0.06063,-0.11675,0.26193,-0.06314,-0.01143,0.26190,-0.03602,-0.25603,-0.01325,0.00362,0.26313,-0.08994,-0.10215,-0.07128,-0.07101,0.25784,0.12999,-0.24583,0.12970,0.08191,0.02006,-0.31050,0.00307,0.24594,0.37728,0.25940,0.25211,0.39061,0.26312,0.12657,-0.05149,0.02327,0.10949,0.11363,0.25205,0.19879,0.08963,0.03492,0.26087,-0.12293,0.26080,-0.11045,-0.28302,-0.18459,-0.17744,0.26016,-0.14406,-0.21540,-0.23834,-0.23602,0.25803,0.17215,-0.25148,0.07718,0.00035,-0.28564,-0.29259,-0.00060,0.19699,0.42044,0.36561,0.35352,0.05386,0.21228,-0.02239,0.19078,0.49829,0.44634,0.40773,0.06028,-0.17767,0.21297,0.16888,0.23989,-0.05134,-0.18736,-0.22385,-0.24967,0.12568,0.08497,0.07368,0.12342,-0.15381,0.69936,-0.20366,-0.24511,-0.27084,-0.21285,-0.24340,-0.15440,-0.20840,-0.26935,-0.34456,0.16930,0.19676,0.11125,0.23008,-0.17845,1.00000,-0.21329,-0.30132,-0.32930,-0.22046,-0.28731,-0.15805,0.04214,0.26094,-0.11688,0.04880,0.31586,-0.25806,-0.13997,-0.33861,-0.00504,0.00021,-0.01677,0.20713,0.19976,-0.00931,0.26125,-0.26788,-0.24704,-0.25748,0.03846,-0.03637,-0.26232,0.03244,0.04705,-0.06112,
Oliva_rawdata_v3.csv_F_fArAr,0.10741,0.07631,-0.16075,-0.04614,-0.01498,-0.15836,-0.05272,0.13135,-0.08713,-0.08704,-0.16548,-0.00244,0.00933,-0.00804,-0.00847,-0.15499,-0.09458,0.13589,-0.14572,-0.10834,-0.04936,0.24166,-0.05373,-0.20016,-0.38070,-0.17932,-0.19735,-0.37852,-0.17776,-0.10856,-0.07840,-0.21117,-0.12074,-0.15100,-0.32041,-0.15739,0.01123,0.00005,-0.16114,-0.00708,-0.15847,-0.01061,0.14583,0.02223,0.02291,-0.16680,0.02747,0.05991,0.07267,0.06810,-0.15431,-0.09773,0.14171,-0.09079,-0.04246,0.15951,0.14355,0.05376,-0.07215,-0.22387,-0.20393,-0.18597,0.02815,-0.07756,0.06216,-0.07040,-0.21509,-0.21829,-0.17779,-0.07597,0.06656,-0.20234,-0.17287,-0.18260,-0.07514,-0.10435,0.24103,-0.16232,-0.17293,-0.19501,0.19452,-0.15759,-0.11436,-0.19900,0.84636,-0.11856,0.22877,0.22611,-0.13464,-0.08921,-0.06949,0.36756,-0.22128,-0.17009,-0.26358,0.33867,-0.17532,-0.11353,-0.21329,1.00000,-0.13736,0.37970,0.32192,-0.12737,-0.07119,-0.07271,-0.16316,-0.00008,-0.07508,-0.20018,0.10484,0.02425,0.07287,-0.02891,-0.03031,-0.02047,-0.15392,-0.13873,-0.04303,-0.15080,0.16923,0.14164,0.14633,0.01501,0.03543,0.14151,0.00836,0.00859,0.10740,
Oliva_rawdata_v3.csv_F_fAlAl,-0.04385,0.06361,-0.26994,0.30290,0.00828,-0.27390,0.25103,0.27232,0.08098,0.01737,-0.26409,0.24483,0.05150,0.01590,0.00585,-0.27147,-0.06446,0.27444,0.00101,0.01710,-0.03139,0.36761,0.01173,-0.36909,-0.51558,-0.43981,-0.37760,-0.53338,-0.44407,-0.09251,-0.17222,-0.29072,-0.35400,-0.30090,-0.47108,-0.41430,-0.25606,-0.14662,-0.26843,0.34849,-0.27269,0.31670,0.29995,0.27876,0.24577,-0.26021,0.30115,0.15415,0.18761,0.19465,-0.27171,-0.16526,0.28412,0.10311,0.14858,0.44738,0.42553,-0.02100,-0.31498,-0.43329,-0.44226,-0.45338,-0.06117,-0.31486,0.00901,-0.30014,-0.44314,-0.46238,-0.44572,-0.06154,0.27014,-0.34408,-0.42355,-0.42628,0.02278,-0.20029,-0.19839,0.15460,-0.17639,0.13672,-0.21683,-0.25442,-0.15673,-0.23824,-0.10528,0.71277,0.13136,-0.13890,0.14031,-0.09199,-0.26518,-0.24505,0.21672,-0.24298,0.22302,-0.27895,-0.39587,-0.19499,-0.30132,-0.13736,1.00000,0.12905,-0.17988,0.15262,-0.12622,-0.01737,-0.26513,0.15891,-0.02602,-0.31822,0.29078,0.20435,0.52595,0.02280,0.01808,-0.03730,-0.19760,-0.21287,-0.01749,-0.26837,0.21528,0.25164,0.26963,-0.05733,-0.01948,0.26920,-0.03145,0.00567,-0.04071,
Oliva_rawdata_v3.csv_F_fAlAr,0.08606,0.08406,-0.25311,0.07703,-0.00559,-0.25250,0.07166,0.22483,-0.05535,-0.08127,-0.25217,0.09453,0.01561,-0.01737,-0.01765,-0.25086,-0.11306,0.23269,-0.12899,-0.09060,0.00198,0.38171,0.02192,-0.38838,-0.54396,-0.35385,-0.39071,-0.55189,-0.35446,-0.09007,-0.18391,-0.32152,-0.26214,-0.31148,-0.48951,-0.32110,-0.09833,-0.08080,-0.25161,0.13982,-0.25115,0.14338,0.25560,0.14473,0.13325,-0.24769,0.15425,0.12575,0.14934,0.15473,-0.25154,-0.16691,0.24345,-0.03972,0.02511,0.34654,0.32676,-0.02426,-0.21379,-0.46036,-0.40515,-0.39281,-0.07462,-0.22606,-0.00322,-0.20735,-0.46731,-0.45096,-0.40063,-0.03375,0.19367,-0.37182,-0.32149,-0.34711,-0.00199,-0.18680,0.17125,-0.04282,-0.23290,-0.08197,0.13826,-0.25462,-0.16857,-0.26158,0.35908,0.10897,0.74591,0.20171,-0.00979,-0.10284,-0.22998,0.21037,-0.09001,-0.28789,-0.11931,0.20108,-0.37782,-0.20267,-0.32930,0.37970,0.12905,1.00000,0.22295,-0.01742,-0.11429,-0.01269,-0.21783,0.13305,-0.01894,-0.28195,0.26311,0.07997,0.29980,-0.03169,-0.03786,-0.06200,-0.17252,-0.20687,-0.04645,-0.24567,0.28592,0.22553,0.24313,-0.03233,0.03601,0.24196,-0.09142,-0.03385,0.08439,
Oliva_rawdata_v3.csv_F_fAAr,0.09816,0.08492,-0.09532,-0.06765,-0.00602,-0.09311,-0.05202,0.07400,-0.07295,-0.06721,-0.09812,-0.02128,0.00770,0.00902,0.01415,-0.09191,-0.08567,0.07601,-0.14171,-0.10610,-0.01209,0.12303,-0.01572,-0.13039,-0.23076,-0.08910,-0.12544,-0.22510,-0.08533,-0.05287,-0.02464,-0.07784,-0.03209,-0.08053,-0.16341,-0.06227,0.04255,0.04228,-0.09526,-0.04113,-0.09294,-0.02826,0.08600,0.00157,0.00600,-0.09771,-0.00359,0.05020,0.06830,0.06764,-0.09197,-0.07667,0.08003,-0.11199,-0.06726,0.07998,0.07169,0.01696,-0.02551,-0.17561,-0.13478,-0.12068,-0.00226,-0.03081,0.01889,-0.02831,-0.18068,-0.15939,-0.12973,-0.02200,0.03327,-0.13754,-0.06985,-0.09643,-0.02444,0.03317,0.16118,-0.15098,0.01556,-0.18012,0.08628,-0.17014,-0.14444,-0.17983,0.26954,-0.12459,0.14938,0.83423,0.07768,0.17788,0.05647,0.23707,-0.23811,0.02279,-0.28621,0.13920,-0.23851,-0.17514,-0.22046,0.32192,-0.17988,0.22295,1.00000,0.10255,0.19777,-0.02529,-0.09734,0.02849,-0.02714,-0.11544,0.08194,-0.01548,0.00749,-0.02107,-0.02193,-0.00144,-0.11741,-0.08748,-0.03034,-0.09601,0.10845,0.08668,0.08583,0.02343,0.02803,0.08554,-0.03427,-0.08505,0.09667,
Oliva_rawdata_v3.csv_F_fAAl,0.05278,0.13216,-0.15483,0.03175,0.03389,-0.15438,0.02672,0.14568,-0.00254,-0.01076,-0.15998,0.04252,0.06307,0.05356,0.05995,-0.14881,-0.05724,0.13876,-0.10258,-0.07956,-0.05258,0.12030,-0.03759,-0.05896,-0.12405,-0.06038,-0.06086,-0.12706,-0.06133,-0.09286,0.08517,0.06805,0.01281,0.01009,-0.04288,-0.02878,0.00402,0.06912,-0.15491,0.04731,-0.15424,0.04751,0.15558,0.06131,0.05467,-0.16037,0.05554,0.11361,0.12437,0.12431,-0.14834,-0.06655,0.13938,-0.09586,-0.05825,0.08144,0.10464,0.03667,-0.06117,-0.16881,-0.13394,-0.12455,0.00849,-0.06900,0.04677,-0.05993,-0.22595,-0.18772,-0.16791,-0.06377,0.05714,-0.03967,0.01073,-0.04724,0.02485,0.09030,-0.16348,0.02333,0.09791,-0.01320,-0.21274,-0.21144,-0.14856,-0.20453,-0.10730,0.12610,0.00581,0.12055,0.76721,0.38206,0.08846,-0.21760,0.01752,0.09604,-0.03661,-0.29627,-0.34280,-0.20175,-0.28731,-0.12737,0.15262,-0.01742,0.10255,1.00000,0.42196,-0.05198,-0.16043,0.03072,-0.05654,-0.18483,0.11380,0.05241,0.18655,-0.00564,-0.00281,0.00427,-0.14773,-0.12300,-0.01612,-0.16353,0.12468,0.14225,0.14733,-0.00328,-0.06077,0.14916,-0.00260,-0.08853,0.05667,
Oliva_rawdata_v3.csv_F_fAA,0.07202,0.11057,-0.06190,-0.01070,0.01528,-0.05986,0.00174,0.04892,-0.04918,-0.05539,-0.06526,0.01148,0.01689,0.00716,0.00843,-0.05844,-0.05802,0.04757,-0.11012,-0.08394,-0.08284,0.02200,-0.08155,0.05859,0.00106,0.03117,0.05947,0.00472,0.03290,-0.08285,0.12861,0.12791,0.08630,0.09694,0.07050,0.05684,0.06812,0.10694,-0.06327,-0.01919,-0.06071,-0.00866,0.04786,-0.03495,-0.03993,-0.06966,-0.00268,0.02508,0.02617,0.02601,-0.05714,-0.03276,0.04522,-0.11829,-0.08910,-0.01653,-0.01489,0.08372,0.02910,-0.00018,-0.01488,-0.01154,0.07543,0.02570,0.08292,0.02638,-0.03801,-0.05086,-0.04366,-0.08025,-0.02112,0.06683,0.07527,0.03881,-0.03111,0.16221,-0.10315,-0.07392,0.12744,-0.12308,-0.13117,-0.13604,-0.08336,-0.13312,-0.07333,-0.08935,-0.09720,0.16739,0.28541,0.83673,0.21456,-0.10482,-0.10118,0.22996,-0.16907,-0.16604,-0.19177,-0.09649,-0.15805,-0.07119,-0.12622,-0.11429,0.19777,0.42196,1.00000,-0.08234,-0.09117,-0.06587,-0.08292,-0.08410,-0.02428,-0.03747,0.00336,-0.01746,-0.01533,0.07456,-0.11064,-0.05936,-0.02026,-0.07298,0.00723,0.06108,0.05823,0.02578,-0.00871,0.05929,0.04242,-0.15840,0.07254,
Oliva_rawdata_v3.csv_F_BSA_Freesasa,-0.04023,-0.11303,0.22039,-0.11460,0.00995,0.21958,-0.10531,-0.20860,-0.00998,0.01795,0.21320,-0.14253,-0.03733,-0.02468,-0.02610,0.22358,0.17388,-0.21071,0.11213,0.05255,0.91811,-0.08196,0.92115,-0.59530,0.07521,-0.25770,-0.59634,0.06744,-0.26249,0.87597,-0.61095,0.00586,-0.27306,-0.63104,0.02506,-0.27028,-0.14510,-0.21480,0.23735,0.05850,0.23057,0.06560,-0.16553,0.12663,0.14142,0.27087,0.05583,0.06106,0.05766,0.07746,0.20642,-0.04361,-0.19149,0.11960,0.12443,0.22740,0.23517,-0.92050,-0.37792,-0.49668,-0.28518,-0.24798,-0.89961,-0.37803,-0.92341,-0.38198,-0.40687,-0.22376,-0.23641,0.91453,0.38637,-0.57345,-0.07312,-0.24450,0.79039,0.40016,0.33661,0.54313,0.51493,0.52663,0.41143,0.50066,0.34592,0.51244,0.22759,0.46950,0.48016,0.32254,0.42499,0.24187,-0.01288,-0.05017,0.03008,0.06318,0.03150,-0.00179,0.06545,-0.01430,0.04214,-0.07271,-0.01737,-0.01269,-0.02529,-0.05198,-0.08234,1.00000,0.89461,0.94942,0.99888,0.64151,0.67250,0.27988,0.21689,0.16228,0.14472,0.05898,0.82895,0.22463,0.16272,0.23142,-0.08674,-0.21472,-0.22131,0.13906,-0.01682,-0.22024,-0.61855,0.01113,-0.02342,
Oliva_rawdata_v3.csv_F_BSA_Polar_Freesasa,-0.02596,-0.12811,0.36576,-0.20881,0.00091,0.36664,-0.17457,-0.35204,-0.03288,0.01423,0.35584,-0.22568,-0.06545,-0.03070,-0.02929,0.36945,0.21491,-0.35504,0.12129,0.05099,0.79680,-0.24986,0.77832,-0.27491,0.34323,0.02385,-0.27361,0.34107,0.02002,0.82179,-0.43543,0.14562,-0.05195,-0.36555,0.26492,-0.01124,0.00189,-0.10102,0.37928,-0.10260,0.37518,-0.08079,-0.33388,-0.03781,-0.01429,0.40254,-0.09906,-0.05150,-0.06501,-0.05258,0.35498,0.07994,-0.34477,0.07182,0.03787,-0.04793,-0.03049,-0.77322,-0.14231,-0.13484,0.02054,0.05107,-0.72339,-0.13947,-0.79452,-0.15336,-0.04528,0.09067,0.06285,0.81984,0.17259,-0.27110,0.15939,0.02858,0.66538,0.40239,0.27623,0.40032,0.53386,0.44707,0.37838,0.59938,0.39563,0.64213,0.09132,0.17189,0.22010,0.19730,0.25041,0.17884,0.05504,-0.06650,-0.03742,0.16242,0.02921,0.02164,0.28525,0.09383,0.26094,-0.16316,-0.26513,-0.21783,-0.09734,-0.16043,-0.09117,0.89461,1.00000,0.70905,0.89773,0.78796,0.38823,0.13882,-0.05844,0.13930,0.12606,0.05730,0.87644,0.33537,0.15914,0.37144,-0.22920,-0.34992,-0.36356,0.11901,-0.01982,-0.36058,-0.47354,0.01551,-0.01262,
Oliva_rawdata_v3.csv_F_BSA_Apolar_Freesasa,-0.04524,-0.08835,0.09076,-0.03411,0.01507,0.08886,-0.04351,-0.08180,0.00736,0.01833,0.08639,-0.06633,-0.01291,-0.01738,-0.02061,0.09321,0.12338,-0.08302,0.09172,0.04710,0.88893,0.04624,0.90671,-0.74624,-0.12251,-0.42344,-0.74881,-0.13326,-0.42831,0.80487,-0.65815,-0.09309,-0.39441,-0.73896,-0.14661,-0.41863,-0.23031,-0.26797,0.10803,0.16442,0.10022,0.16030,-0.02659,0.22640,0.23321,0.14458,0.15771,0.13255,0.13668,0.15919,0.07630,-0.12500,-0.05990,0.13826,0.16975,0.39255,0.39255,-0.90926,-0.49638,-0.68905,-0.46447,-0.42722,-0.91133,-0.49856,-0.89889,-0.49503,-0.61026,-0.41683,-0.41724,0.86709,0.48844,-0.71445,-0.22740,-0.40593,0.77972,0.34871,0.33708,0.57579,0.43744,0.51690,0.38338,0.36888,0.26787,0.35744,0.29498,0.62012,0.60307,0.37036,0.49470,0.25601,-0.05900,-0.03244,0.07377,-0.01443,0.02918,-0.01803,-0.09717,-0.08850,-0.11688,-0.00008,0.15891,0.13305,0.02849,0.03072,-0.06587,0.94942,0.70905,1.00000,0.94546,0.45863,0.78845,0.34412,0.38334,0.15821,0.13980,0.05281,0.69227,0.11881,0.14495,0.10418,0.02418,-0.09294,-0.09377,0.13582,-0.01261,-0.09417,-0.64336,0.00667,-0.02809,
